作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,归属机构,带归属机构的作者,摘要,作者关键字,索引关键字,文献类型,出版阶段,开放获取,来源出版物,EID
"Shakeri H., Nixon M., DiPaola S.","57197771214;57095522100;14035416700;","Saliency-based artistic abstraction with deep learning and regression trees",2018,"IS and T International Symposium on Electronic Imaging Science and Technology",,,,"0604021","0604029",,,"10.2352/J.ImagingSci.Technol.2017.61.6.060402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064061394&doi=10.2352%2fJ.ImagingSci.Technol.2017.61.6.060402&partnerID=40&md5=f6d2dde08f3ac2b2181ab6dba538b610","Simon Fraser University, 250—13450 102nd Avenue, Surrey, BC  V3T 0A3, Canada","Shakeri, H., Simon Fraser University, 250—13450 102nd Avenue, Surrey, BC  V3T 0A3, Canada; Nixon, M., Simon Fraser University, 250—13450 102nd Avenue, Surrey, BC  V3T 0A3, Canada; DiPaola, S., Simon Fraser University, 250—13450 102nd Avenue, Surrey, BC  V3T 0A3, Canada","Abstraction in art often reflects human perception—areas of an artwork that hold the observer’s gaze longest will generally be more detailed, while peripheral areas are abstracted, just as they are mentally abstracted by humans’ physiological visual process. The authors’ artistic abstraction tool, Salience Stylize, uses Deep Learning to predict the areas in an image that the observer’s gaze will be drawn to, which informs the system about which areas to keep the most detail in and which to abstract most. The planar abstraction is done by a Random Forest Regressor, splitting the image into large planes and adding more detailed planes as it progresses, just as an artist starts with tonally limited masses and iterates to add fine details, then completed with our stroke engine. The authors evaluated the aesthetic appeal and effectiveness of the detail placement in the artwork produced by Salience Stylize through two user studies with 30 subjects. © 2017 Society for Imaging Science and Technology.",,"Abstracting; Decision trees; Aesthetic appeals; Human perception; Random forests; Regression trees; User study; Visual process; Deep learning",Conference Paper,"Final","",Scopus,2-s2.0-85064061394
"Cazzato D., Leo M., Distante C., Crifaci G., Bernava G.M., Ruta L., Pioggia G., Castro S.M.","55866556300;7006471658;55884135100;36125910400;35078123000;14822531100;8957312900;55171401100;","An ecological visual exploration tool to support the analysis of visual processing pathways in children with autism spectrum disorders",2018,"Journal of Imaging","4","1","9","","",,3,"10.3390/jimaging4010009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063157795&doi=10.3390%2fjimaging4010009&partnerID=40&md5=7820a6d5e0c6f512facd5a1d4c7ee971","Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, 29, Avenue JF Kennedy, Luxembourg, L-1855, Luxembourg; Institute of Applied Sciences and Intelligence Systems—CNR, Lecce, 73100, Italy; Department of Clinical Physiology, CNR Pisa, Pisa, 56124, Italy; Institute of Applied Sciences and Intelligence Systems—CNR, Messina, 98164, Italy; Universidad Nacional del Sur, Bah a Blanca, 8000, Argentina","Cazzato, D., Interdisciplinary Centre for Security Reliability and Trust (SnT), University of Luxembourg, 29, Avenue JF Kennedy, Luxembourg, L-1855, Luxembourg; Leo, M., Institute of Applied Sciences and Intelligence Systems—CNR, Lecce, 73100, Italy; Distante, C., Institute of Applied Sciences and Intelligence Systems—CNR, Lecce, 73100, Italy; Crifaci, G., Department of Clinical Physiology, CNR Pisa, Pisa, 56124, Italy; Bernava, G.M., Institute of Applied Sciences and Intelligence Systems—CNR, Messina, 98164, Italy; Ruta, L., Institute of Applied Sciences and Intelligence Systems—CNR, Messina, 98164, Italy; Pioggia, G., Institute of Applied Sciences and Intelligence Systems—CNR, Messina, 98164, Italy; Castro, S.M., Universidad Nacional del Sur, Bah a Blanca, 8000, Argentina","Recent improvements in the field of assistive technologies have led to innovative solutions aiming at increasing the capabilities of people with disability, helping them in daily activities with applications that span from cognitive impairments to developmental disabilities. In particular, in the case of Autism Spectrum Disorder (ASD), the need to obtain active feedback in order to extract subsequently meaningful data becomes of fundamental importance. In this work, a study about the possibility of understanding the visual exploration in children with ASD is presented. In order to obtain an automatic evaluation, an algorithm for free (i.e., without constraints, nor using additional hardware, infrared (IR) light sources or other intrusive methods) gaze estimation is employed. Furthermore, no initial calibration is required. It allows the user to freely rotate the head in the field of view of the sensor, and it is insensitive to the presence of eyeglasses, hats or particular hairstyles. These relaxations of the constraints make this technique particularly suitable to be used in the critical context of autism, where the child is certainly not inclined to employ invasive devices, nor to collaborate during calibration procedures.The evaluation of children’s gaze trajectories through the proposed solution is presented for the purpose of an Early Start Denver Model (ESDM) program built on the child’s spontaneous interests and game choice delivered in a natural setting. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","Activity recognition; Affective computing; Assistive computer vision",,Article,"Final","",Scopus,2-s2.0-85063157795
[无可用作者姓名],[无可用的作者 ID],"20th International Conference on HCI, HCI International 2018",2018,"Communications in Computer and Information Science","850",,,"","",1428,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061540340&partnerID=40&md5=7693ced7eb108c73774c0b1820eb54e0",,"","The proceedings contain 195 papers. The special focus in this conference is on HCI International. The topics include: A compliance method for the design and airworthiness certification of civil aircraft flight deck human factor; research on information architecture based on graphic reasoning and mental model; information at hand – Using wearable devices to display task information in the context of industry 4.0; example based programming and ontology building: A bioinformatic application; visual analysis for overcoming population decline and vitalizing local economy in Japan; user interface for managing and refining related patent terms; development of an interactive evolutionary computation catalog interface with user gaze information; Research on user-centered information design in SVOD service; research on filter naming mechanism based on emotional expression and cognitive integration; whale tracking: Software system for the acquisition, management and processing of data on the blue whale at offshore; study on comprehensibility and influencing factors of universal safety signs; activity based mobile user interface visualization for geo-applications; on gaze estimation using integral projection of eye images; proposal of remote face-to-face communication system with line of sight matching based on pupil detection; ergonomic design of target symbols for fighter aircraft cockpit displays based on usability evaluation; research on information interfaces visual search efficiency and matching mechanism based on similarity theory; knowde: A visual search interface; trademark image similarity search; user-based error verification method of laser beam homogenizer; conversion of player locations from football goal scene videos to a 2D top view; interaction design process oriented by metrics.",,,Conference Review,"Final","",Scopus,2-s2.0-85061540340
"Dung L.-R., Lee Y.-C., Wu Y.-Y.","7004517326;57205882012;57020166000;","On gaze estimation using integral projection of eye images",2018,"Communications in Computer and Information Science","850",,,"159","167",,,"10.1007/978-3-319-92270-6_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061536402&doi=10.1007%2f978-3-319-92270-6_22&partnerID=40&md5=2ffec543b089a9a50898c182c8adc528","National Chiao Tung University, Hsinchu, 30010, Taiwan; National Chung-Shan Institute of Science and Technology, Taoyuan, Taiwan","Dung, L.-R., National Chiao Tung University, Hsinchu, 30010, Taiwan; Lee, Y.-C., National Chiao Tung University, Hsinchu, 30010, Taiwan; Wu, Y.-Y., National Chung-Shan Institute of Science and Technology, Taoyuan, Taiwan","This paper presents a gaze estimation algorithm using integral projection of eye images with advantage of low additional hardware requirement and low computational power. The algorithm needs only a webcam under nature light source and captured eye images in a non-intrusive way. Before integral projection, we used binarization process to eliminate the non-related image information to gaze position. Projected on binary eye images with projection adjustment method to avoid eye tilt makes projection error and defined the accurate integral range of eye ROI images to achieve robust gaze estimation. We analyzed the projection diagram with skewness to describe the variation of different gaze position. In skewness calculation, the pixel coordinate of eye ROI images has been normalized to avoid head moved back and forth makes the size of ROI changed. In horizontal direction, the error angle of our algorithm is 2.29°, maximum error angle is 4.8° and the resolution we defined is 7.5. Because our algorithm is inaccurate in vertical, we could only estimate gaze direction, but to estimate precise angle. The computational power of our algorithm is low, the average execution time of each frame is only 0.01652 s, only 24% of opponent. © Springer International Publishing AG, part of Springer Nature 2018.","Gaze estimation; Integral projection; Skewness","Errors; Higher order statistics; Light sources; Adjustment method; Average Execution Time; Computational power; Gaze estimation; Image information; Integral projections; Projection error; Skewness; Binary images",Conference Paper,"Final","",Scopus,2-s2.0-85061536402
[无可用作者姓名],[无可用的作者 ID],"20th International Conference on HCI, HCI International 2018",2018,"Communications in Computer and Information Science","852",,,"","",1428,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061535327&partnerID=40&md5=c04df9c00ab38a9413f0a66ab08f60e3",,"","The proceedings contain 195 papers. The special focus in this conference is on HCI International. The topics include: A compliance method for the design and airworthiness certification of civil aircraft flight deck human factor; research on information architecture based on graphic reasoning and mental model; information at hand – Using wearable devices to display task information in the context of industry 4.0; example based programming and ontology building: A bioinformatic application; visual analysis for overcoming population decline and vitalizing local economy in Japan; user interface for managing and refining related patent terms; development of an interactive evolutionary computation catalog interface with user gaze information; Research on user-centered information design in SVOD service; research on filter naming mechanism based on emotional expression and cognitive integration; whale tracking: Software system for the acquisition, management and processing of data on the blue whale at offshore; study on comprehensibility and influencing factors of universal safety signs; activity based mobile user interface visualization for geo-applications; on gaze estimation using integral projection of eye images; proposal of remote face-to-face communication system with line of sight matching based on pupil detection; ergonomic design of target symbols for fighter aircraft cockpit displays based on usability evaluation; research on information interfaces visual search efficiency and matching mechanism based on similarity theory; knowde: A visual search interface; trademark image similarity search; user-based error verification method of laser beam homogenizer; conversion of player locations from football goal scene videos to a 2D top view; interaction design process oriented by metrics.",,,Conference Review,"Final","",Scopus,2-s2.0-85061535327
[无可用作者姓名],[无可用的作者 ID],"20th International Conference on HCI, HCI International 2018",2018,"Communications in Computer and Information Science","851",,,"","",1428,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061535290&partnerID=40&md5=02e3ae03e7475d77922701f303c185e8",,"","The proceedings contain 195 papers. The special focus in this conference is on HCI International. The topics include: A compliance method for the design and airworthiness certification of civil aircraft flight deck human factor; research on information architecture based on graphic reasoning and mental model; information at hand – Using wearable devices to display task information in the context of industry 4.0; example based programming and ontology building: A bioinformatic application; visual analysis for overcoming population decline and vitalizing local economy in Japan; user interface for managing and refining related patent terms; development of an interactive evolutionary computation catalog interface with user gaze information; Research on user-centered information design in SVOD service; research on filter naming mechanism based on emotional expression and cognitive integration; whale tracking: Software system for the acquisition, management and processing of data on the blue whale at offshore; study on comprehensibility and influencing factors of universal safety signs; activity based mobile user interface visualization for geo-applications; on gaze estimation using integral projection of eye images; proposal of remote face-to-face communication system with line of sight matching based on pupil detection; ergonomic design of target symbols for fighter aircraft cockpit displays based on usability evaluation; research on information interfaces visual search efficiency and matching mechanism based on similarity theory; knowde: A visual search interface; trademark image similarity search; user-based error verification method of laser beam homogenizer; conversion of player locations from football goal scene videos to a 2D top view; interaction design process oriented by metrics.",,,Conference Review,"Final","",Scopus,2-s2.0-85061535290
"Anwar S., Milanova M., Abdulla S., Svetleff Z.","57193015705;7003785945;57205575562;57200761694;","Emotion recognition and eye gaze estimation system: EREGE",2018,"Communications in Computer and Information Science","851",,,"364","371",,,"10.1007/978-3-319-92279-9_49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061535002&doi=10.1007%2f978-3-319-92279-9_49&partnerID=40&md5=d6849b0102c2216efeb1dd1d313641d4","University of Arkansas at Little Rock, Little Rock, AR  72204, United States; Salahaddin University, Erbil, Iraq; Polytechnic University, Erbil, Iraq; University of Nevada, Las Vegas, United States","Anwar, S., University of Arkansas at Little Rock, Little Rock, AR  72204, United States, Salahaddin University, Erbil, Iraq; Milanova, M., University of Arkansas at Little Rock, Little Rock, AR  72204, United States; Abdulla, S., Polytechnic University, Erbil, Iraq; Svetleff, Z., University of Nevada, Las Vegas, United States","In this paper, we proposed EREGE system, EREGE system considers as a face analysis package including face detection, eye detection, eye tracking, emotion recognition, and gaze estimation. EREGE system consists of two parts; facial emotion recognition that recognizes seven emotions such as neutral, happiness, sadness, anger, disgust, fear, and surprise. In the emotion recognition part, we have implemented an Active Shape Model (ASM) tracker which tracks 116 facial landmarks via webcam input. The tracked landmark points are used to extract face expression features. A support Vector machine (SVM) based classifier is implemented which gives rise to robust our system by recognizing seven emotions. The second part of EREGE system is the eye gaze estimation that starts by creating the head model followed by presenting both Active Shape Model (ASM) and Pose from Orthography and Scaling with Iterations (POSIT) algorithms for head tracking and position estimation. © Springer International Publishing AG, part of Springer Nature 2018.","ASM; Face emotion; Gaze estimation; POSIT; RANSAC; SVM","Eye protection; Eye tracking; Speech recognition; Support vector machines; Active shape model; Emotion recognition; Face emotion; Face expressions; Gaze estimation; POSIT; Position estimation; RANSAC; Face recognition",Conference Paper,"Final","",Scopus,2-s2.0-85061535002
"González-Garduño A.V., Søgaard A.","57205543879;24336006300;","Learning to predict readability using eye-movement data from natives and learners",2018,"32nd AAAI Conference on Artificial Intelligence, AAAI 2018",,,,"5118","5124",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060464573&partnerID=40&md5=ab375a27f974a6826569cd82b80a3f7a","Department of Computer Science, University of Copenhagen, Denmark","González-Garduño, A.V., Department of Computer Science, University of Copenhagen, Denmark; Søgaard, A., Department of Computer Science, University of Copenhagen, Denmark","Readability assessment can improve the quality of assisting technologies aimed at language learners. Eye-tracking data has been used for both inducing and evaluating general-purpose NLP/AI models, and below we show that unsurprisingly, gaze data from language learners can also improve multi-task readability assessment models. This is unsurprising, since the gaze data records the reading difficulties of the learners. Unfortunately, eye-tracking data from language learners is often much harder to obtain than eye-tracking data from native speakers. We therefore compare the performance of deep learning readability models that use native speaker eye movement data to models using data from language learners. Somewhat surprisingly, we observe no significant drop in performance when replacing learners with natives, making approaches that rely on native speaker gaze information, more scalable. In other words, our finding is that language learner difficulties can be efficiently estimated from native speakers, which suggests that, more generally, readily available gaze data can be used to improve educational NLP/AI models targeted towards language learners. Copyright © 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Artificial intelligence; Deep learning; Eye movements; Natural language processing systems; Assessment models; Eye movement datum; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85060464573
"Wang Z., Cai H., Liu H.","57205198429;56763253600;54958434200;","Robust Eye Center Localization Based on an Improved SVR Method",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11307 LNCS",,,"623","634",,5,"10.1007/978-3-030-04239-4_56","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059040211&doi=10.1007%2f978-3-030-04239-4_56&partnerID=40&md5=c6b729e661a264e060798af85354bc8e","State Key Laboratory of Mechanical System and Vibration, Shanghai Jiao Tong University, Shanghai, China; Group of Intelligent System and Biomedical Robotics, School of Creative Technologies, University of Portsmouth, Portsmouth, United Kingdom","Wang, Z., State Key Laboratory of Mechanical System and Vibration, Shanghai Jiao Tong University, Shanghai, China; Cai, H., Group of Intelligent System and Biomedical Robotics, School of Creative Technologies, University of Portsmouth, Portsmouth, United Kingdom; Liu, H., State Key Laboratory of Mechanical System and Vibration, Shanghai Jiao Tong University, Shanghai, China","Eye center localization is an important technique in gaze estimation, human computer interaction, virtual reality, etc., which attracts a lot of attention. Although a great deal of progress has been achieved over the past few years, the accuracy declines dramatically due to the low input image resolution, poor lighting conditions, side face, and eyes status such as closed or covered. To handle this issue, this paper proposes an improved support vector regression (SVR) method to detect the eye center based on the facial feature localization. Several image processing techniques were tried to improve the accuracy, and results showed that the SVR combining a Gaussian filter could get a better accuracy. © 2018, Springer Nature Switzerland AG.","Eye center localization; Gaussian filter; SVR","Human computer interaction; Image resolution; Pulse shaping circuits; Virtual reality; Center-based; Eye center localization; Facial feature localization; Gaussian filters; Gaze estimation; Image processing technique; Lighting conditions; Support vector regression (SVR); Image enhancement",Conference Paper,"Final","",Scopus,2-s2.0-85059040211
[无可用作者姓名],[无可用的作者 ID],"14th International Conference on Information Systems Security, ICISS 2018",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11281 LNCS",,,"","",480,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058998005&partnerID=40&md5=d0e59469a39bdf91faa0b0a8d38226c1",,"","The proceedings contain 24 papers. The special focus in this conference is on Information Systems Security. The topics include: Secure Moderated Bargaining Game; SONICS: A Segmentation Method for Integrated ICS and Corporate System; proxy Re-Encryption Scheme for Access Control Enforcement Delegation on Outsourced Data in Public Cloud; From Cyber Security Activities to Collaborative Virtual Environments Practices Through the 3D CyberCOP Platform; a Deep Learning Based Digital Forensic Solution to Blind Source Identification of Facebook Images; A Digital Forensic Technique for Inter–Frame Video Forgery Detection Based on 3D CNN; Re–compression Based JPEG Tamper Detection and Localization Using Deep Neural Network, Eliminating Compression Factor Dependency; seDiCom: A Secure Distributed Privacy-Preserving Communication Platform; Efficacy of GDPR’s Right-to-be-Forgotten on Facebook; secSmartLock: An Architecture and Protocol for Designing Secure Smart Locks; analysis of Newer Aadhaar Privacy Models; drPass: A Dynamic and Reusable Password Generator Protocol; mySecPol: A Client-Side Policy Language for Safe and Secure Browsing; gaze-Based Graphical Password Using Webcam; (Invited Paper) on the Security of Blockchain Consensus Protocols; a Novel Multi-factor Authentication Protocol for Smart Home Environments; modeling and Analyzing Multistage Attacks Using Recursive Composition Algebra; riskWriter: Predicting Cyber Risk of an Enterprise; proPatrol: Attack Investigation via Extracted High-Level Tasks; SGP: A Safe Graphical Password System Resisting Shoulder-Surfing Attack on Smartphones; towards Accuracy in Similarity Analysis of Android Applications; secret Sharing Schemes on Compartmental Access Structure in Presence of Cheaters.",,,Conference Review,"Final","",Scopus,2-s2.0-85058998005
"Vera-Olmos F.J., Pardo E., Melero H., Malpica N.","57195328347;57195324837;56563935200;6603593205;","DeepEye: Deep convolutional network for pupil detection in real environments",2018,"Integrated Computer-Aided Engineering","26","1",,"85","95",,47,"10.3233/ICA-180584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058542215&doi=10.3233%2fICA-180584&partnerID=40&md5=6d2e54d8ddd0e1324be6fc536b5f929b","Laboratorio de Análisis de Imagen Médica y Biometría, Universidad Rey Juan Carlos, Calle Tulipán s/n, Madrid, 28933, Spain","Vera-Olmos, F.J., Laboratorio de Análisis de Imagen Médica y Biometría, Universidad Rey Juan Carlos, Calle Tulipán s/n, Madrid, 28933, Spain; Pardo, E., Laboratorio de Análisis de Imagen Médica y Biometría, Universidad Rey Juan Carlos, Calle Tulipán s/n, Madrid, 28933, Spain; Melero, H., Laboratorio de Análisis de Imagen Médica y Biometría, Universidad Rey Juan Carlos, Calle Tulipán s/n, Madrid, 28933, Spain; Malpica, N., Laboratorio de Análisis de Imagen Médica y Biometría, Universidad Rey Juan Carlos, Calle Tulipán s/n, Madrid, 28933, Spain","Robust identification and tracking of the pupil provides key information that can be used in several applications such as controlling gaze-based HMIs (human machine interfaces), designing new diagnostic tools for brain diseases, improving driver safety, detecting drowsiness, performing cognitive research, among others. We propose a deep convolutional neural network for eye-Tracking based on atrous convolutions and spatial pyramids. DeepEye is able to handle real world problems such as varying illumination, blurring and reflections. The proposed network was trained and evaluated on 94,000 images taken from 24 data sets recorded in real world scenarios. DeepEye outperforms previous eye-Tracking methods tested with these data sets. It improves the results of the current state of the art in a 26%, achieving an accuracy of more than 70% in almost every data set in terms of percentage of pupils detected with a distance error lower than 5 pixels. DeepEye can be downloaded at: https://github.com/Fjaviervera/DeepEye. © 2019-IOS Press and the authors. All rights reserved.","atrous; convolution; deep learning; Eye-Tracking; network","Convolution; Deep learning; Deep neural networks; Diagnosis; Human computer interaction; Networks (circuits); Neural networks; atrous; Convolutional networks; Deep convolutional neural networks; Eye tracking methods; Human Machine Interface; Real-world problem; Real-world scenario; Robust identification; Eye tracking",Article,"Final","",Scopus,2-s2.0-85058542215
"Wu J., Zhong S.-H., Ma Z., Heinen S.J., Jiang J.","57189367891;36844960400;57220884718;7003536110;57193403110;","Gaze aware deep learning model for video summarization",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11165 LNCS",,,"285","295",,3,"10.1007/978-3-030-00767-6_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057268424&doi=10.1007%2f978-3-030-00767-6_27&partnerID=40&md5=b0f061ebf99ff6425583ed4cc2ef3f50","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; The Smith-Kettlewell Eye Research Institute, San Francisco, CA, United States","Wu, J., College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Zhong, S.-H., College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Ma, Z., The Smith-Kettlewell Eye Research Institute, San Francisco, CA, United States; Heinen, S.J., The Smith-Kettlewell Eye Research Institute, San Francisco, CA, United States; Jiang, J., College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China","Video summarization is an ideal tool for skimming videos. Previous computational models extract explicit information from the input video, such as visual appearance, motion or audio information, in order to generate informative summaries. Eye gaze information, which is an implicit clue, has proved useful for indicating important content and the viewer’s interest. In this paper, we propose a novel gaze-aware deep learning model for video summarization. In our model, the position and velocity of the observers’ raw eye movements are processed by the deep neural network to indicate the users’ preferences. Experiments on two widely used video summarization datasets show that our model is more proficient than state-of-the-art methods in summarizing video for characterizing general preferences as well as for personal preferences. The results provide an innovative and improved algorithm for using gaze information in video summarization. © Springer Nature Switzerland AG 2018.","Convolutional neural networks; Gaze information; Video summarization","Eye movements; Neural networks; Video recording; Audio information; Computational model; Convolutional neural network; Explicit information; Gaze information; State-of-the-art methods; Video summarization; Visual appearance; Deep neural networks",Conference Paper,"Final","",Scopus,2-s2.0-85057268424
"Ralekar C., Saha P., Gandhi T.K., Chaudhury S.","57189240043;57202331136;24343318600;7005182122;","Effect of Devanagari font type in reading comprehension: An eye tracking study",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11278 LNCS",,,"136","147",,3,"10.1007/978-3-030-04021-5_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057128397&doi=10.1007%2f978-3-030-04021-5_13&partnerID=40&md5=d3ae806508cb065da6ea558a5c4ba195","Department of Electrical Engineering, IIT Delhi, New Delhi, 110016, India; Department of Computer Science and Technology, IIEST, Shibpur, Howrah, India; CSIR-Central Electronics Engineering Research Institute (CEERI), Pilani, India","Ralekar, C., Department of Electrical Engineering, IIT Delhi, New Delhi, 110016, India; Saha, P., Department of Computer Science and Technology, IIEST, Shibpur, Howrah, India; Gandhi, T.K., Department of Electrical Engineering, IIT Delhi, New Delhi, 110016, India; Chaudhury, S., Department of Electrical Engineering, IIT Delhi, New Delhi, 110016, India, CSIR-Central Electronics Engineering Research Institute (CEERI), Pilani, India","In this world of digitization, screen reading has grown immensely due to the availability of affordable display devices. Most of the people prefer to read on display devices as compared to the print media. To make the reading experience of the reader pleasant and comfortable, the font designers strive hard to choose suitable typographical properties of the text such as font type, font size etc. Some of the researchers suggest that the typography of the text affects the reading performance of the readers to some extent. However, the research focusing on the effect of typography on the reading behavior of the readers is limited and it is hardly touched upon for the Indian scripts. Therefore, the proposed paper aims to find out the effect of Devanagari font type on the reading performance, especially reading comprehension of the readers. In addition to this, a method to reduce the error in the gaze estimation of the eye tracker is also proposed. In order to understand the reading behavior, an eye tracking experiment is performed on 14 participants asking them to read 22 pages, in 3 different font types, presented on the screen of the eye tracker. The performance of the readers is analyzed in terms of total reading time, comprehension score, number of fixations, fixation duration and number of regressions. Our results show that there is a significant difference in the fixation duration, a number of fixations and the comprehension score, when the same document is read in different font type. Thus, there is a scope for improvement in the reading comprehension, by changing the physical properties of the document without changing its content. These findings might be useful to understand the readers’ preference for the font and to design a proper font type for online reading. © Springer Nature Switzerland AG 2018.","Devanagari script; Eye tracking; Font type; Reading comprehension","Display devices; Human computer interaction; Typesetting; Devanagari script; Eye-tracking studies; Fixation duration; Font type; Gaze estimation; Number of fixations; Reading comprehension; Reading performance; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85057128397
"Kim H., Garrido P., Tewari A., Xu W., Thies J., Niessner M., Pérez P., Richardt C., Zollhöfer M., Theobalt C.","57193155212;57196554116;57200618272;57195993759;56312656700;35772871600;55431049800;35181960300;36245738500;6507027272;","Deep video portraits",2018,"ACM Transactions on Graphics","37","4","163","","",,133,"10.1145/3197517.3201283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056648137&doi=10.1145%2f3197517.3201283&partnerID=40&md5=f9fb32e6290839356a315d1551cb2867","Max Planck Institute for Informatics, Campus E1.4, Saarbrücken, 66123, Germany; Technicolor, 975 Avenue des Champs Blancs, Cesson-Sévigné, 35576, France; Technical University of Munich, Boltzmannstraße 3, Garching, 85748, Germany; University of Bath, Claverton Down, Bath, BA2 7AY, United Kingdom; Stanford University, 353 Serra Mall, Stanford, CA  94305, United States","Kim, H., Max Planck Institute for Informatics, Campus E1.4, Saarbrücken, 66123, Germany; Garrido, P., Technicolor, 975 Avenue des Champs Blancs, Cesson-Sévigné, 35576, France; Tewari, A., Max Planck Institute for Informatics, Campus E1.4, Saarbrücken, 66123, Germany; Xu, W., Max Planck Institute for Informatics, Campus E1.4, Saarbrücken, 66123, Germany; Thies, J., Technical University of Munich, Boltzmannstraße 3, Garching, 85748, Germany; Niessner, M., Technical University of Munich, Boltzmannstraße 3, Garching, 85748, Germany; Pérez, P., Technicolor, 975 Avenue des Champs Blancs, Cesson-Sévigné, 35576, France; Richardt, C., University of Bath, Claverton Down, Bath, BA2 7AY, United Kingdom; Zollhöfer, M., Stanford University, 353 Serra Mall, Stanford, CA  94305, United States; Theobalt, C., Max Planck Institute for Informatics, Campus E1.4, Saarbrücken, 66123, Germany","We present a novel approach that enables photo-realistic re-animation of portrait videos using only an input video. In contrast to existing approaches that are restricted to manipulations of facial expressions only, we are the first to transfer the full 3D head position, head rotation, face expression, eye gaze, and eye blinking from a source actor to a portrait video of a target actor. The core of our approach is a generative neural network with a novel space-time architecture. The network takes as input synthetic renderings of a parametric face model, based on which it predicts photo-realistic video frames for a given target actor. The realism in this rendering-to-video transfer is achieved by careful adversarial training, and as a result, we can create modified target videos that mimic the behavior of the synthetically-created input. In order to enable source-to-target video re-animation, we render a synthetic target video with the reconstructed head animation parameters from a source video, and feed it into the trained network - thus taking full control of the target. With the ability to freely recombine source and target parameters, we are able to demonstrate a large variety of video rewrite applications without explicitly modeling hair, body or background. For instance, we can reenact the full head using interactive user-controlled editing, and realize high-fidelity visual dubbing. To demonstrate the high quality of our output, we conduct an extensive series of experiments and evaluations, where for instance a user study shows that our video edits are hard to detect. © 2018 Association for Computing Machinery.","Conditional GAN; Deep learning; Dubbing; Facial reenactment; Rendering-to-video translation; Video portraits","Animation; Deep learning; Quality control; Animation parameter; Conditional GAN; Dubbing; Facial reenactment; Photo-realistic video; Space-time architecture; Synthetic rendering; Video portraits; Rendering (computer graphics)",Article,"Final","",Scopus,2-s2.0-85056648137
